"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特許6984789","特願2021-518981","2021/03/10","2021/12/22","無人搬送車の停止制御システム及び停止制御方法","株式会社明電舎","G05D1/02@Q,B60L7/00,101,B60W10/00,148,B65G1/00,501@C,F16D55/28@B,G05D1/43,G05D1/60,G05D1/611,G05D1/644,G05D1/648,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D107:70,G05D109:00,G05D109:10","WO2021/229907","","特許6984789","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6984789/15/ja"
"特開2021-183530","特願2020-089415","2020/05/22","2021/12/02","リフト装置及び無人搬送車","株式会社明電舎","B66F9/24@M,B66F9/24@A,B66F7/10,B60P1/02@Z","特開2021-183530","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-183530/11/ja"
"特表2023-526475","特願2022-570682","2021/05/20","2021/11/25","無人搬送車、並びに無人搬送車を制御するための方法及びシステム","ベイジン・ジンドン・チアンシ・テクノロジー・カンパニー・リミテッド","G05D1/02@S,G01S11/06,G05D1/225,G05D1/229,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/686,G05D1/693,G05D105:00,G05D105:20,G05D107:17,G05D109:00,G05D111:30","特表2023-526475","","","","","審査中","審査請求","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-526475/11/ja"
"特開2021-181362","特願2020-087548","2020/05/19","2021/11/25","無人搬送車","オムロン株式会社","B65G41/00@C,B65G1/00,501@C","特開2021-181362","","特許7415793","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-181362/11/ja"
"特表2023-521494","特願2022-563065","2021/02/08","2021/10/21","リフト装置および無人搬送車","杭州海康机器人股▲ふん▼有限公司","B66F7/06@C,B25J17/00@H","特表2023-521494","","","","","審査中","特許査定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-521494/11/ja"
"特開2021-168012","特願2020-070411","2020/04/09","2021/10/21","無人搬送車の走行制御システム","株式会社片岡製作所","G05D1/02@S,G05D1/02@P,G05D1/226,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/628,G05D1/633,G05D1/639,G05D1/646,G05D1/69,G05D1/692,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D109:00","特開2021-168012","","","","","審査中","拒絶理由通知","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-168012/11/ja"
"特開2021-168002","特願2020-070300","2020/04/09","2021/10/21","レーザー式無人搬送車及び無人搬送システム","三菱ロジスネクスト株式会社","G05D1/02@H,B61B13/00@A,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2021-168002","","特許6997249","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-168002/11/ja"
"特開2021-142768","特願2020-040505","2020/03/10","2021/09/24","無人搬送車の駆動装置及びこれを備える無人搬送車","ＴＤＫ株式会社","B61B13/00@A,B61F13/00,B60L9/18@P","特開2021-142768","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-142768/11/ja"
"特開2021-140638","特願2020-039704","2020/03/09","2021/09/16","危険度算出装置、無人搬送車の制御装置、および方法","オムロン株式会社","G05D1/02@R,G05D1/02@H,G05D1/222,G05D1/224,G05D1/225,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/633,G05D1/639,G05D105:00,G05D105:20,G05D107:00,G05D107:17,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50,G05D111:63","特開2021-140638","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-140638/11/ja"
"特開2021-126928","特願2020-021189","2020/02/12","2021/09/02","無人搬送車","愛知機械テクノシステム株式会社","B61B13/00@J,B66F5/00@C","特開2021-126928","","特許6993444","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-126928/11/ja"
"特開2021-126927","特願2020-021188","2020/02/12","2021/09/02","無人搬送車","愛知機械テクノシステム株式会社","B61B13/00@A","特開2021-126927","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-126927/11/ja"
"特許6906120","特願2021-040308","2021/03/12","2021/07/21","走行装置及び該走行装置を備えた無人搬送車","ＤＭＧ森精機株式会社","B62D61/06","特開2022-139779","","特許6906120","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6906120/15/ja"
"特開2021-087328","特願2019-216465","2019/11/29","2021/06/03","無人搬送車、及び無人搬送システム","ＤＭＧ森精機株式会社","H02J7/00@P,H02J50/40,H02J50/10,H02J50/90,H02J7/00,301@D,B60L50/60,B60L53/12,B60L5/00@B","特開2021-087328","","","拒絶2020-011191","","（出願の）却下・拒絶","拒絶査定の維持","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-087328/11/ja"
"特開2021-082122","特願2019-210470","2019/11/21","2021/05/27","無人搬送車","株式会社豊田自動織機","G05D1/02@A,G05D1/02@E,G05D1/24,G05D1/242,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:50,G05D111:63","特開2021-082122","","特許7331655","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-082122/11/ja"
"特開2021-082121","特願2019-210469","2019/11/21","2021/05/27","無人搬送車","株式会社豊田自動織機","G05D1/02@A,G05D1/02@E,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:63","特開2021-082121","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-082121/11/ja"
"特開2021-072668","特願2019-196356","2019/10/29","2021/05/06","バッテリ式無人搬送車","株式会社豊田自動織機","B60L58/26,H01M10/613,H01M10/625,H01M10/6566,H01M10/48,301,H01M2/10@S,B60K1/04@Z,H01M50/249,H01M50/204,401@D","特開2021-072668","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-072668/11/ja"
"特開2021-071855","特願2019-197284","2019/10/30","2021/05/06","無人搬送車","株式会社東芝","G05D1/02@Y,B66F9/24@G,G05D1/24,G05D1/241,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/644,G05D1/667,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50,G05D111:63","特開2021-071855","","特許7003097","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-071855/11/ja"
"特開2021-070588","特願2020-037166","2020/03/04","2021/05/06","無人搬送車","株式会社ＩＨＩ物流産業システム","B65H19/12@B,B65H19/12@A","特開2021-070588","","特許6938700","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-070588/11/ja"
"特表2022-501241","特願2020-541531","2020/06/29","2021/04/29","無人搬送車の予知保全装置及びその予知保全方法","湖西大学校　産学協力団","B60W50/04,G06Q10/00,300,G06Q10/20","特表2022-501241","","特許6996795","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-501241/11/ja"
"特開2021-062964","特願2019-189338","2019/10/16","2021/04/22","自律走行フォークリフト及び自律走行無人搬送車を用いた物品の搬送システム","株式会社ヘッズ","B65G1/00,501@D,G05D1/02@H,B66F9/24@A,B66F9/24@L,B65G1/00,501@C,G05D1/24,G05D1/241,G05D1/242,G05D1/43,G05D1/60,G05D1/656,G05D1/69,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2021-062964","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-062964/11/ja"
"特表2022-552480","特願2022-521385","2020/08/18","2021/04/15","無人搬送車を制御するための方法および装置","ベイジン・ジンドン・チアンシ・テクノロジー・カンパニー・リミテッド","G05D1/02@P,G05D1/02@H,G05D1/02@S,G05D1/226,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/69,G05D1/692,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50,G05D111:63","特表2022-552480","","特許7397181","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-552480/11/ja"
"特許7213437","特願2021-550406","2020/08/18","2021/04/15","牽引装置および牽引装置付き無人搬送車","パナソニックＩＰマネジメント株式会社","B60D1/50,B61B13/00@A,B61G1/32","WO2021/070479","","特許7213437","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7213437/15/ja"
"特開2021-060945","特願2019-186424","2019/10/09","2021/04/15","無人搬送車のメンテナンスシステム","株式会社片岡製作所","G05D1/02@P,G05D1/02@Z,G05D1/24,G05D1/241,G05D1/242,G05D1/248,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/646,G05D1/661,G05D1/69,G05D1/692,G05D105:00,G05D105:20,G05D107:00,G05D107:17,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2021-060945","","特許6893367","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-060945/11/ja"
"特表2022-549726","特願2022-519489","2020/09/28","2021/04/01","無人搬送車の走行制御方法及び装置","杭州海康机器人技術有限公司","G05D1/02@Z,G05D1/24,G05D1/242,G05D1/248,G05D1/43,G05D1/60,G05D1/622,G05D1/639,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特表2022-549726","","","","","審査中","手続補正","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-549726/11/ja"
"特開2021-047671","特願2019-170135","2019/09/19","2021/03/25","無人搬送車の制御システム及び制御方法","株式会社明電舎","G05D1/02@L,G05D1/223,G05D1/224,G05D1/225,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/246,G05D1/43,G05D1/60,G05D1/648,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:63","特開2021-047671","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-047671/11/ja"
"特開2021-047670","特願2019-170134","2019/09/19","2021/03/25","無人搬送車の制御システム及び制御方法","株式会社明電舎","G05D1/02@W,G05D1/02@A,G05D1/02@H,G05D1/223,G05D1/225,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:63","特開2021-047670","","特許7290091","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-047670/11/ja"
"特開2021-046285","特願2019-169532","2019/09/18","2021/03/25","搬送システム及び無人搬送車","住友重機械工業株式会社","B65G47/52,101@A,G05D1/02@Y,B65G1/00,501@C,B65G1/00,511@Z,B65G43/00@A,G05D1/222,G05D1/225,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/644,G05D1/667,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:63","特開2021-046285","","特許7373952","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-046285/11/ja"
"特開2021-039406","特願2019-158481","2019/08/30","2021/03/11","無人搬送車及び無人搬送システム","株式会社豊田自動織機","G05D1/02@P,G05D1/02@Z,H01M10/48@P,H01M10/44@Q,H01M10/48,301,H02J7/00@P,H02J7/02@B,G05D1/226,G05D1/43,G05D1/60,G05D1/646,G05D1/661,G05D1/69,G05D1/692,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2021-039406","","特許7222333","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-039406/11/ja"
"特開2021-037776","特願2019-158299","2019/08/30","2021/03/11","無人搬送車","株式会社東芝","B60R19/48@C,B60R19/38@D,B66F9/24@A,G05D1/02@R,G05D1/222,G05D1/223,G05D1/225,G05D1/228,G05D1/229,G05D1/24,G05D1/241,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/628,G05D1/644,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2021-037776","","","","","（出願の）却下・拒絶","出願の取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-037776/11/ja"
"特開2021-028094","特願2019-147381","2019/08/09","2021/02/25","無人搬送車の自動的な位置決め補正方法","緯士登科技股▲分▼有限公司","B25J5/00@E,B61B13/00@A,G05D1/02@Q,B25J13/00@Z,B61B13/08@A,G05D1/24,G05D1/242,G05D1/248,G05D1/43,G05D1/60,G05D1/611,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2021-028094","","特許7399449","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-028094/11/ja"
"特開2021-026637","特願2019-145963","2019/08/08","2021/02/22","位置演算システム、位置演算方法および無人搬送車","三菱重工業株式会社","G05D1/02@P,G01B11/00@A,B66F9/24,B65G1/00,501@C,G05D1/225,G05D1/226,G05D1/229,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/644,G05D1/648,G05D1/69,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2021-026637","","特許7395280","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-026637/11/ja"
"特開2021-015414","特願2019-129331","2019/07/11","2021/02/12","無人搬送車","オムロン株式会社","G05D1/02@S,G05D1/02@X,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/639,G05D1/644,G05D1/646,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:50","特開2021-015414","","特許7226156","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-015414/11/ja"
"特開2021-012821","特願2019-126757","2019/07/08","2021/02/04","無人搬送システム及び無人搬送車","株式会社豊田自動織機","H01M8/04858,B60L50/75,B60L58/10,B60L58/40,H01M8/00@A,H01M8/00@Z,H01M8/04537","特開2021-012821","","特許7151040","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-012821/11/ja"
"特開2021-012820","特願2019-126756","2019/07/08","2021/02/04","無人搬送車用燃料電池システム","株式会社豊田自動織機","H01M8/04@J,B60K11/02,B60K1/04@Z,B60K8/00,B60L50/75,B60L58/27,B60L58/26,B60L58/33,H01M8/00@A,H01M8/00@Z,H01M8/04007,H01M8/04701,H01M8/0432","特開2021-012820","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-012820/11/ja"
"特許6808884","特願2020-126414","2020/07/27","2021/01/06","無人搬送車","ＤＭＧ森精機株式会社","B60B35/14@R,B61B13/00@A,B62D7/14@B,B62D11/02","特開2022-023463","","特許6808884","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6808884/15/ja"
"特開2020-205044","特願2020-095582","2020/06/01","2020/12/24","無人搬送車およびそれを用いた搬送作業方法","シーオス株式会社","G05D1/02@K,G05D1/229,G05D1/24,G05D1/242,G05D1/243,G05D1/245,G05D1/246,G05D1/43,G05D1/60,G05D1/617,G05D1/644,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:63","特開2020-205044","","特許6840369","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-205044/11/ja"
"特開2020-201862","特願2019-110169","2019/06/13","2020/12/17","無人搬送車","株式会社豊田自動織機","G05D1/02@A,G05D1/222,G05D1/224,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:50","特開2020-201862","","特許7215345","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-201862/11/ja"
"特開2020-200154","特願2019-108720","2019/06/11","2020/12/17","無人搬送車、制御装置及びプログラム","三菱重工業株式会社","B66F9/24@A,G05D1/02@Y,G05D1/02@H,B62D7/14@B,B62D7/15@D,B65G1/00,501@D,G05D1/222,G05D1/223,G05D1/225,G05D1/228,G05D1/229,G05D1/43,G05D1/60,G05D1/667,G05D1/672,G05D1/689,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:30","特開2020-200154","","特許7220124","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-200154/11/ja"
"特表2022-526118","特願2021-556352","2020/04/27","2020/12/10","差動駆動装置及び無人搬送車","杭州海康机器人技術有限公司","B60K1/02,B62D11/04,B62D11/04@Z","特表2022-526118","","特許7252371","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-526118/11/ja"
"特開2020-198010","特願2019-104986","2019/06/05","2020/12/10","無人搬送車、無人搬送車の制御方法及びプログラム","株式会社Ｄｏｏｇ","G05D1/02@E,G05D1/02@S,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D1/622,G05D1/639,G05D105:00,G05D105:20,G05D109:00,G05D111:00,G05D111:10,G05D111:63","特開2020-198010","","特許7350288","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-198010/11/ja"
